vehicle,route_id,route_no
a6535655cfded69800a1bf860126f76699a885515031881e9ba9b6804127f7b4,128,88
64488aabba948f83bd4545c76a806528f53f69687e19701c5351675b6153808a,128,88
4d458601d9785fed582e2a76fd9746a6e3da3728ccd42d8090bf4208fce648ea,128,88
20c3f248ffc0d496fbeef8ccc53efa6341210de91e486c9689ec3b31da370010,128,88
fd4d626453b125c3052780c126a81d4886c5a6828125148acaf9a8b77136616b,128,88
a262e335922cb251b901adc87ffeda7a15574f4374e5d1db272ce428d8b363e1,128,88
dd09b50c895fc18b6a8e579a1f9bc57cb8537b9b11d3e730b8611952f83f34f8,128,88
fbea9f710c6499e61ac7b054b4ab85a5d0a70b70e6991b2c3c398fe262ae99bc,128,88
42f0db39174c5f929a7955e31d062117da71246f9d6b655dbeb3876ed53aaee7,128,88
c89cce0311e21632e1c9f98977fd344660257abba7317797c914c701d5d71cd1,128,88
6520f449b24c1a30e6f6f71315585461f1b3bcdefbd3a2676683179f359f63bc,128,88
47a1dd2b318fd5686170d864485249a1783d5cc980289c89c50f70682762c43e,128,88
a5df102f1d72e0e18262b91cf910db9561f5d842f4baf0360ecaa7cb62138786,128,88
1cf8687c6754cef892eeee4661213a11509a286e1ed85c83e790561800c38819,128,88
19331b1c6ecc32c33198df1763f80661514a56f5a9785c355e0aea118abee856,128,88
4ef5dcce807623c1ea37923e2120b849c6a4fba2eece3d65caae5bc4754247f1,128,88
10599a3b65d16ea64a77fb84e0f2b077a21aa41fb0166f9f4f0e7b33fc6a66bb,128,88
4fa99c3b088ddda6d69a044871d71d35245060e8585f992b0f79b9194b65b54f,128,88
a41bb9efc2257b19bcd6ecb3464963e12ed086006e4c3a6e2785445e40e7e0b4,128,88
f5ab812628aa482608862efafbd2a63aa5ee18cdd24ddfa92a31e9126a2ce4b7,128,88
4ebaa45bb8fcef83ada1c5d134b9e762bbf22e3b0d42f31bd2843391da7982a7,128,88
5ad19551c663d6e1834dcaab579df3313ddafacc0714e1759e995280d3e0dbf5,128,88
e90c1a8bcca51fffbd2a7066d31fa84384e6458e5e9757c19ec4e570e4cf5de3,128,88
4b0d8d7534062539d3d2b02b2ca4035d40efe661e6264940e8bd87c2fc05a42c,128,88
18728fe5c4917c15716d5133a63ef9415537816b35d1c60d4d40556fb7239784,128,88
89ca4439c1080ecd7eb875d1c004684f4404a8508b6b3a78826c3a05c07fbb7b,128,88
718ceeab866ee33b607f020a711caa0d1dfceff22ce66881358d0ec14e8e7d89,51,30
c68b7f83f10160176a467beaf30ff4d20fd676aaa115c4ea83cb3f5f473ffecf,51,30
0cd9707ceaf3d378e8dd6be3f64829538068ed68554f2d3a7ed6addeccab7128,51,30
f7ee3bf936857ec4ce7a52f60fcd4672582bc154e3dbc9ed6894ecbc2ab2f3fe,51,30
4ef5dcce807623c1ea37923e2120b849c6a4fba2eece3d65caae5bc4754247f1,51,30
6ca65cee43633252c7701235dd166c7802cc91754bd9d093b5e7988ae8f82119,51,30
cd503c5d83d03db304ab9d86752b5ef3f24414e25b316ab05ec66c2edb194340,51,30
1cf8687c6754cef892eeee4661213a11509a286e1ed85c83e790561800c38819,51,30
38fe07567919713fbb24828b2d910fe1934254ccab954c7ae2a46d8dd6fbb17c,51,30
e90c1a8bcca51fffbd2a7066d31fa84384e6458e5e9757c19ec4e570e4cf5de3,51,30
29ead935f0345ecbf9edcd1ccf68e07007127a4bfcb37e4a646e9359de227968,51,30
e733e3cfd18ca43b623311b8be221a0d4eb8ccdff132cedca5a9ec032180cf8d,51,30
3f2e91f99f52e6c4a20fd724e3b5d4bb78fb56821a37bff11d045f609e05cbff,51,30
be0d059167d1f28650830dd883ce0a1086a5d9bd402b1dd669d70214b7825fc2,51,30
a216200152fa399ce88eac63bdabe4c2898cd96720d292101000813ab860e387,51,30
b6f02fa804f0c7db1f8d595d81491683ecc799819bf0f479801f7435e4f50640,51,30
bc2acd6e7cc44634bb694d658df7c4cae6cb0aab7238dd75edde367ac4cc9e5d,51,30
88eb152384896f2a904d4dfbb6d3a1677a2175d0e2fe2858ead38d3a38da26ee,51,30
85393b479501867d774fda3095b8b89b133cda2da100581282cba0c72f695e0b,51,30
b6810cf07dae155196f9b3507501a5b4abe69440a580607d7807fba65ef62354,51,30
f6ac43d42ee7b00ca1874183f6c7fc07cad22f933770ce92b95f2d646ab9f07b,51,30
d5dc694c34dc0e240439ebb08bc3a51e7034f5ba388f80b86a09779f231beab0,51,30
5ba81ace0ef37d08a233f2bf2c6c7d9fa3405ccfb3a2f1c27a338ede5a8b668a,51,30
af622c9526d4706b8b7d15a89d1b28f77f9e6381e2ce6ace66859484feb62027,51,30
16c80ca73f614d4eadc7e12457063ac5494459e6c3ae77f9210f9f335ada822f,51,30
2c23f74367f8e9f735606ea32ca325ce39e7a58073e9922d34506bc7200dc9f1,51,30
17c7d90a6ed41cb29c0b0933380c6273326f6cc810494e8cba0a3b78a78cd97c,51,30
c731931c5e626d7bc050893239f95dcb0711c563abea131de06f323e7d36a76a,51,30
9517ef5de49b7fd26edf373aba1fa73f2c812c0d863b3767b8d9bdf595f6647e,51,30
fb3e988e3b100dca93db67e07c9c5ac729ca70779cf1453ef0fa93dc48118249,51,30
8b9880b652b3c95fe95f3989f4fdda8e1dd6de51d7edfdf1f8c9bacf5795efb3,51,30
760a34aa69d74a278ad6288cbed26b5f27de7165bcedaa4296461a1a35246f6e,51,30
88558caf85763c5c4e5ea69becc0cd9b74a735fcc1cf21d0b0049a56dc1b55af,51,30
5400b1beff9c9e525faf9f3bb8a6ca07d42b85a9a3b974921dab6b829a9f391f,51,30
d4a28701c370dda2e8779c183adbc38ed4c945137cb784492b2e44ffdadde3a4,51,30
02e839c3d7a282ade3fa4af6468ed4c0e44acf12b73491c9deb587a7748e5246,51,30
5d256b625f8b7a860ca0a0811fe48a4fa3839fc00fb53196ec5a001974d3626f,51,30
745da542095667afdaabeabc282f9f1450aa5aa6f3ce15cb57c946b65c199372,51,30
4b3e3701499045820d85a5f023ca82940b50d4bb315ff08fc3f2e994a9d3631b,51,30
d1706dd504db596d7ae5931920326a8a7711d96c439187f967f256105d65ecae,51,30
93a89ebaff6b6da98033e4dbb44cc8134aabc9e831bf67ada13ccc6f2592e9e8,51,30
32abd6af065566e9822a43288b7b486937bc35519d737a7db6cc30e6b2d29c9d,51,30
d0fabd156e8b3ad4b5c32d7bc1ad6d6d266570a1ae7e16cf142a287598b53b25,51,30
8ce57e006d2aabada5c52cb6515f8caa5083309c295bffea23cee16bca9a884c,51,30
2da7414ecb477377d85ac180dc7596f34479b23e63168609d0345fc95ead62de,51,30
3925613d43d58d4350e0959577de6b1960e8f986c56315fd62c8a1d01d4b8022,51,30
6ba8014672f143ce8591defcbd85dd9339039283e68ae0aad340527322d02ee4,51,30
b3b9dcb989104f50e2145e3ac01649ab3b1037723d4a03dd917f3ca9750c6745,51,30
aa50d3c879a96a1514a1caf235c472128328958a63e6ea362dc794e04f253c61,51,30
f2ad37d862312a8da36f9d508442e23da87f430c5a3134f1f8b93254676fda49,51,30
66fa5f0c3177ca4dac51e55e690b1a3d200fa97a2c5c6be106a006630640beaf,51,30
31ac69353ddc40cbd7a3d422b2738467c37b446abbc61f418b1500f5533d5347,51,30
c672686f2f44282c3e31cd28559857e2406b7b0ec47c49412ead80d8a6b15c88,51,30
4022cb0f052d8e2c73ed234c28afe20b45ce57073649061430e1498126ab7559,51,30
70fc5880af496b5febfb4f474cd7acb4e804bb2c06c09f70e93172c297f95d8a,51,30
ed6bcfec60018a1a6e8b3b0cb4fa804922e0bf1a2728074aca3172c7e20c26a5,51,30
527e8b1533e92da0f818633edd0994da7f043b09160708d655bc889b989a5b68,51,30
9e83fb4adb456144d748ec0d9a96480494991cf791a079918d7607de36af8c25,51,30
d57015512b3a23eb75aff1f82c2009f1a96078887028bedb2b6426e5f76fbe55,51,30
c4362f6a8edd7c78423f9fe5bf516bb4e35ab133a49ade2e671be1c7b237df4b,51,30
a23c12b8ee83c7358c6c50e67dd89c0b8a2797dd9cf3d6c19b392f5af321dcf5,51,30
ee9db14bcf5b9cbd2990e5b75fc68c2dbfbc7ca3c9ffc3b151da892244ec553e,51,30
d0e74b5a90d462d4b5391f3eee77b108c443ebd214bea369d8f2131a39679cb8,51,30
d8dc59185e6c245fd31895aaa121488cd3cca4193d25afc3636951843f8f803f,51,30
62fde71bb0f1e1f0ba87270a1e4980f67891fd9e18f44c1e97e80ac54d70cfbc,51,30
d012eadb0479984c6787c8de65c2dbec969e6a97f0e2772eceb0edb8b9663de7,51,30
e950603dc5f1901648fb4730fc33b87626b1ab3d49dd0f991fe17b01014f2be8,51,30
ed8fdc6296464380c455746066df87d3cf16d2756a56556cb215d600482551de,51,30
55d12db5a1f57a1ffe558ca40dd399e97fbc91bb91bf805a0df9b7395e47b860,51,30
405a2d580f145852e809b835a4d56092b68f81a32e561d7ed938dfe33ff73c7a,353,167V
eaa76979d973c50c279fbb3cad5a609546a553461045f41a7a642bb123df3e82,353,167V
93d3ffc1e12588926931d5faf261ea377906d78ea13365802abe8317086b5aef,353,167V
0b53b328abcae9a3b5f594a8c346aa516cd3f304fdaa578f3e8907cd0f2f5194,353,167V
30900d54067c1124d34e02786ee02810571b057ddfaeb514ff48a79160ce343b,353,167V
e9162b2ab46a5fe448c66bf71622a0ef45076ec111c52d6b9b5d9b1b2d225ffa,353,167V
b86b6576a1b6ac92b227ae432e7541a37801733b682ce155c844037d4639ec57,353,167V
54d4c789c983b86db447667d793984d381fad83d01f0bec6f6679d77f25de1cd,353,167V
3df306d922f34acb6e7a43e6de156221e2c3d988e7391902f84f5caa8fb34d6b,353,167V
05e0dd8f98a16c054eaa1f6fb1d39daf86e03166545bf319ef0514c44768f98e,353,167V
1fba0b49d9246576f402fe560c98aded38087e1c4aa5d0e78d8ffd0c1f42ee9f,353,167V
4fcda2fd029c66b3f7b3b4c703bb4f2bac4f29fcb7a024e2dd2617cdf202d749,353,167V
17101ed18ee3a41330794c05c00057ededdab2b882393826db6b2c0cc4ca3ef4,353,167V
e815ceedbf9d4a5836e6a65aa505bf8a565dfac78ef769adeb50ce478cf6dc9f,353,167V
90f47723039264e6713de1f8a129950b8c4eb9381234f9556f8f432f163a7416,353,167V
a62cf9ac64a8d104b1d7a06e3e01d77601e321ec70a688cd3eb52e1f3e2ff2a6,353,167V
87a04dae153a4739f369bf0d56304ba03487b71c33015953267fc4d79dd93d0b,353,167V
30fbd0fcb3e8f6276d7964fcdb0d1de16701fa2070ac375cde680d4fa14a9ae8,353,167V
74863cd42921eb9f6165195671500c1900d2325b6b0ab71f2fe46a602b36c06a,353,167V
ba6ab13787c41333aac256cd1b224f926cc3e60627bd555315af59030d7cc43c,395,164D
86e1c1406acf759adf86a3edd920d7e0b0fdd90cf8e636d8add980ffed724c38,395,164D
610f0ec37966242e5aca10da98ee7cfda8825b254beba1e7c380aab75bb4ae37,395,164D
0c2f6881b2ecfebcd855aaed5facf56defef97c5adf75806c1aeebf5e68cbabd,395,164D
8c054e94c6f6ce665d7e7d6daf97946d69dc5abfe59d28970f31d7d0d0f60fad,395,164D
2701cad9485e7c32ed44c337a235ed4d5b3a56aae56c890c80bab2369c574b04,395,164D
efc62aec4e21c7568545e5ecc72ded4bb6b0704dba99c0d01967fa45880b6f8c,395,164D
2d849517397eb1c53006b7f22a287b14c42e2d9044e64d14be106791e8086318,395,164D
69d2e781cdde1821911a67673acc81a9cc6462ba2c56ae7e5d6cada360b9e5f6,369,169V
626368a246f2d63b43777a4536d704938045bcf093eba8b59490a8a984d2aa95,369,169V
58d4a2dccb64b02b8fc810842897e6fd590da67a548443658e2abb8ff7376257,369,169V
a1e486eb27c6de456ca7a26934dc5368e599943b70f382dfe16bced04ec600ff,369,169V
055d9e920a4edddc6ac9ec35eda746dcdfab4f19eb4bb5bfcdc824ee91666346,369,169V
b0217651187a1a3ff4cd019a70e1de1420ff4f36972a182ec9cf1b3aa24090bc,369,169V
b160013b607743ea981f3830681a0b4225e51941f55797708839b93544c076c5,369,169V
eaf8b96df5e4092eb079aa994ee1ae6cf85306de8a4b47465e4c9ee85b61ac98,393,163D
208ebae4cee92538292a7753f8864d7d0143177f5a298dc36dbbfad05e05846a,393,163D
062e1cfb770f1e10612fa021993a3bb3bff545eede72e176196972b3dccc0393,393,163D
6d49c759894e49a93be63a0aecd3f39df346bedc0123cb45e4fe08da6a0262b3,393,163D
6765d6f778a8387fd017521310970acc77500e917c404e6079345d452efd0134,393,163D
9b5a8833df14c435f7cde19ac299efd30fd7a8445d1598611781553b4dfe3a40,393,163D
47a1dd2b318fd5686170d864485249a1783d5cc980289c89c50f70682762c43e,75,55
c89cce0311e21632e1c9f98977fd344660257abba7317797c914c701d5d71cd1,75,55
d9d94fe2d15a094b4117ff2c05214b181003194cb131a1e49be4158b4556ca79,75,55
cfcd99a385390515384230d9572d30f56eec69a66dabb9391fab574f0f76438b,75,55
7ff226d33ecec21b6f6d505abb50a1c626cc8bbf4c8a44f3d06a7c0a70646523,75,55
803c6a57c79b0ab507f65d655b5d56993d88e9291fcecb61c6499f53f25476e6,75,55
2a414143bc8fd7f2162dfc22a4093b49bfee7858b494a093cc2570b01a90eb9b,75,55
c6d18803f24d7520c75d4b656ff482cfa43ea97c5d29fa774ec84d93f108cc69,75,55
43fe69ea06ed7d781092ce836defb12b5ebb9a7ce8b572191cabc69c834f009f,75,55
a6535655cfded69800a1bf860126f76699a885515031881e9ba9b6804127f7b4,75,55
19e8e3459e8b164436d26e58b7da43ba33d50b809d584ccb817da172f53912ac,75,55
215c0986c82e6f41b7489d69d38026f6504a5413ba0452133b9a6ee5d040e96c,75,55
fff9bf78ec84323d2ba075ba9ed488154a8199f5d0afb87aa847f2c6dee7a427,75,55
b3e8d47d36e2203500f5138a23e3330f142a246e3b7094053fd4f0503822dffe,75,55
5b220a61071cdaeaf82f6242f3afa9a6b2480a9355e6c433476fe811218cca10,75,55
b98849886c2efa41fb7afbce8e02f33ef8e4f3cfb68175057606bf3db2136742,75,55
8ac099bc988fa8171e3ac6736e69eb5e3b48026751cd4b5ad17b6d30eb7a0fd6,75,55
867306dbfb1d5b396e05ec24f456668b321c7a3dff69838e89f0e7c0b76ec3f0,75,55
266e9b0ca77b09f35a96c8af1ff9b60af4affc0731ea4a7b470844b45e1e7156,75,55
4f1cf6d2575fc86dc80d05d5802a68edd1f7bdd25ab3e2b42dd0093f4997beee,75,55
f4feaf88386bf46c95ad93ce7d9b3005e929a988bf16c24fc195234298a3d513,75,55
0e260deb95a515ad9f89454ee71abf86577bdbf43dd55fbc41807922885b56de,75,55
94c77b24dd59d566e39bdd2f2a00fa9f5e67fee53a98e36356aebd93b8615bc1,75,55
6bfab87b1e304036e2f6c7f77168b4c0514f0de34437a022a06f158a5c2d15d6,75,55
35226cf1e124b258a8f574366da6496b315b764fe88a8e2283c3f2d904208022,75,55
78ab9c54f2b980bb89b5bb677f0adc56c809e35b71e8799f2daed32929c50c4b,75,55
640d09c411aeda4b065160902d4cd8d6ad04f493bb867de8b997e934d2ec91fc,75,55
726be24fc9e4628eb7068781406f6e08d92ebcef46f09179aeb7bfbf182c18ab,75,55
51a38776568ff4a52a3d82de99aff76b75aab3d34b30e2f476ee0c8366422441,75,55
40641d9f55f7e8d4c7e141ebbd09faf1e8b2a557bc0c63bba83a3666e2b429c8,75,55
2636f7b79fdb967046fd9178f7b9de0140697690f8c16dcc80bf6801847a345b,75,55
ec4c1f186d5b5756cfd95bd9493b579f3a5f0a4b0a6a196841b2cdf4b678a7d2,75,55
ce620ed5e1944d5d32ba9abe8b53bfca682ef579957585009baaa9569e6966ce,75,55
c2ceb47a19eaa386b7c2782bcaa71443b6cced21701030f553096c2c97cc28a2,75,55
7f161e95539bbf7f6e1178723e379fb50ecfa09a8d89b1002ff581e773184f32,75,55
c171f4e191ff3e9d8c5d4939414f843e158b84a63af6be676c31f559b1dc283d,75,55
8db057a60187416a89fbc8bc1b9c1b2b7a31abf733f00f636a268881e7fd4ee1,75,55
b582503abe87dc4e15a9082512dcec2393a5aa2bebf34d6a404d3f567a14ad7d,75,55
2c23f74367f8e9f735606ea32ca325ce39e7a58073e9922d34506bc7200dc9f1,75,55
e950603dc5f1901648fb4730fc33b87626b1ab3d49dd0f991fe17b01014f2be8,75,55
55d12db5a1f57a1ffe558ca40dd399e97fbc91bb91bf805a0df9b7395e47b860,75,55
ed8fdc6296464380c455746066df87d3cf16d2756a56556cb215d600482551de,75,55
cbedf87743d171e36442092de395e7f261f01b06083eafbcd709bf776dcc96da,75,55
d57015512b3a23eb75aff1f82c2009f1a96078887028bedb2b6426e5f76fbe55,75,55
d1706dd504db596d7ae5931920326a8a7711d96c439187f967f256105d65ecae,75,55
8ce57e006d2aabada5c52cb6515f8caa5083309c295bffea23cee16bca9a884c,75,55
d0e74b5a90d462d4b5391f3eee77b108c443ebd214bea369d8f2131a39679cb8,75,55
aa50d3c879a96a1514a1caf235c472128328958a63e6ea362dc794e04f253c61,75,55
a2f879a4d587beb719d029cbe3c76fde36ca949adf1c4137b010a19534efa92d,75,55
41a02d1865f80851af89a18d746149b10f20d89fbb0d20925118e954ddc7074f,75,55
4b3e3701499045820d85a5f023ca82940b50d4bb315ff08fc3f2e994a9d3631b,75,55
b3b9dcb989104f50e2145e3ac01649ab3b1037723d4a03dd917f3ca9750c6745,75,55
d0fabd156e8b3ad4b5c32d7bc1ad6d6d266570a1ae7e16cf142a287598b53b25,75,55
62fde71bb0f1e1f0ba87270a1e4980f67891fd9e18f44c1e97e80ac54d70cfbc,75,55
d2449ecac2dab3878c0a838285d477f49fa7eb0a88b244fc0cddf3eeaf36eb38,75,55
0c5b026af2c9c454ccf613bae04327f02c175c1ec575a33d3056a5b688aa4953,75,55
3925613d43d58d4350e0959577de6b1960e8f986c56315fd62c8a1d01d4b8022,75,55
a23c12b8ee83c7358c6c50e67dd89c0b8a2797dd9cf3d6c19b392f5af321dcf5,75,55
2dc885300a1639cbc1f7eb4da3111c8d8885abe80786867046925b90db427849,75,55
af622c9526d4706b8b7d15a89d1b28f77f9e6381e2ce6ace66859484feb62027,75,55
bf98f8b0d0a81310df02ec3e92d468b74a353748960076a559ca009f69f00ffe,75,55
49c70e9e0377c34315abdab267dc9144778c52b11497010e35e743a49a9c1c1c,75,55
75adb1a3a3d538ce55ec5da134ec5c31b0d1fb95af20909e6cd606652f22e165,75,55
56ebe1f64f33cfbb53c0908b5a093d5e8caf6a461010f0cf22ebabc7a7c92e63,75,55
2ec14ec4bdee101715790544fd28801613210bcc332e61612172ea9dc0c8383a,75,55
873be9574514e656cd27d4cc5230d1b1ae578448e7181d02f97030783bccaa39,75,55
3e739f937376fba39054f9da7ea84c6357b39519035af6b22a1ade65dd5c7492,75,55
c3caf22c756887e81263e8d74f67ebadb9ecd604e07e6866d7bb2ee4bb757b5e,347,156D
75ba2b7a1933c60edaa37bd89d66ad183a20e0b0c38abeb0ceef211e1760a5f5,347,156D
0c3c7cd01f49a477b040a63b61b0d2286677650eb3c6a7bacb5479761d68d2e5,347,156D
44715d246af7ffbbd863cb1eb2a3d795a800dc5647f39cd697128b9e18482185,347,156D
eb98f3ca16652fffbf63c1a17a31902913cb06f9d128c5924a62a629416770bb,347,156D
044030196f1d5135874d8d2f7126e280cec9828f1be09b181f40ffa5a135febf,347,156D
79f4e44b05a05d0ac69610baaa1d331026a334732a5ad92b808acab5ce6ab599,347,156D
f1d74b762d36d90cec43c3202a912b60717d1b4626f08a63a35aad327e48c7a6,131,91
1549bae5de548bf5ba5064d7487e0243d863f57849ff69ec4bb2c46dd569c838,131,91
d0701132bb77c9e20d157232669f5cb1032867942c590e60b948119e32bcff89,131,91
9ad6c0a2972e318b6ca86234b4501b7e7234ccf83f9035d9c3b6ce3337c5e0ed,131,91
b6b0a6e93f02bd1e0c89d336d15dffbf683f52a1cf82e2d6a9a84c5a91a4e0de,131,91
467a6b0c2b8170587b5fc43e39700f7e594b8c59b2aad853dd22d74aa1f27fd4,131,91
441c860a5e4e22cacb5a901f4d427af9ebfd59eddaa6ac5ec6b97172d35728b4,131,91
749f6866f6475f57e6eb17e5d4100668dfb7251f9bec661a8d8b1e1f84774573,131,91
58e1867656a3834fea951600001afa1728ba2814ba79e3f4757d8009b1339763,131,91
6c27507232ea7cfbbbff69c3ec96aeb41d488c8b315c894ff2199fe90bab2033,131,91
c43f1145d081368677f3ea0aa174df08390b0d72240db6ce3e16b5dbb22c53a7,131,91
92ee4d8455246384b70bd1451ca977c493434133df11d0093aee9ccd883ad580,131,91
152f9f31df40d5dec50d63f4fed49b274ae54e1355b5c9b0ec17d32fd6d31435,131,91
2314336ad440e52cea2db59accaadd46b500ead4348d14e99b32337973718337,131,91
96399e2814cfe9080f256fd4081aa42cad69cbea313b56d0d193aa3c9d47af5b,131,91
5ba81ace0ef37d08a233f2bf2c6c7d9fa3405ccfb3a2f1c27a338ede5a8b668a,131,91
a2f879a4d587beb719d029cbe3c76fde36ca949adf1c4137b010a19534efa92d,131,91
760a34aa69d74a278ad6288cbed26b5f27de7165bcedaa4296461a1a35246f6e,131,91
c9682e806dd97e14193af6c795d3af3206c1cafccfd15b9d7ed993f44491e3da,131,91
cbedf87743d171e36442092de395e7f261f01b06083eafbcd709bf776dcc96da,131,91
9517ef5de49b7fd26edf373aba1fa73f2c812c0d863b3767b8d9bdf595f6647e,131,91
d663780cf4a0f8fafa7fb9f2a42dda8baceacf6e09a3c883f250194ee6475a8f,131,91
4022cb0f052d8e2c73ed234c28afe20b45ce57073649061430e1498126ab7559,131,91
a1139dffc7c4a464307a6822b22c84603f82155cf001076a37a57b22f76982ef,131,91
17c7d90a6ed41cb29c0b0933380c6273326f6cc810494e8cba0a3b78a78cd97c,131,91
567dda16024c5b6ce1406200bf70bceba580c22def18511685f4d83e7c19a152,131,91
2da7414ecb477377d85ac180dc7596f34479b23e63168609d0345fc95ead62de,131,91
d2449ecac2dab3878c0a838285d477f49fa7eb0a88b244fc0cddf3eeaf36eb38,131,91
9d6830ac2c591000fbc7eeaf4cf29cdda0c9f12dc146e0da0c23d1ba50111790,131,91
bc3f3abf98314f6dd1d6edd7c782b36dfcf5bbcac9423444589a1a5c00c42487,131,91
0c5b026af2c9c454ccf613bae04327f02c175c1ec575a33d3056a5b688aa4953,131,91
e610d3b66a6e97587d1f5475264b07d04204f8b2b3f2922ea4f3dcee2cb1270c,131,91
58e4f3ab7a83e1f304c6669d0f659344aed36e3fb7044a45d1a12f771cfc05b2,131,91
488439849e64c06f875faae507a3b42268e78dbfff94660a0c35da3c31340942,131,91
99a9b1bf909445a4efcb5e4c18f0fffbe8952b1d85ce0287da8de774e5f03c80,131,91
70fc5880af496b5febfb4f474cd7acb4e804bb2c06c09f70e93172c297f95d8a,131,91
ecfa8cf0366fae7b39a7f2548d30af2d9f9fd1c40ecbc0142baaaea12108b192,131,91
d0e74b5a90d462d4b5391f3eee77b108c443ebd214bea369d8f2131a39679cb8,131,91
b077498688cd202a4c764d943891bad52fc9c3cee815dc96975bdd6a4b71e6e4,131,91
5400b1beff9c9e525faf9f3bb8a6ca07d42b85a9a3b974921dab6b829a9f391f,131,91
ed8fdc6296464380c455746066df87d3cf16d2756a56556cb215d600482551de,131,91
a3083acabdc469fad5a6197197658569d2a2782dee588aa211eb2370ddcc0b92,131,91
5d256b625f8b7a860ca0a0811fe48a4fa3839fc00fb53196ec5a001974d3626f,131,91
bf07094eb77b6753fa9cec83b148d12a3662e358706b676ee7796f882bb23f81,131,91
9479d1154b26e0555a161e047d271aa2ce5d36641e675533ed5b1ab4abc7d97d,131,91
5df47de7f506115c90458225b451884acdeb8baa9cd2fc17ebfcb66b9130ff1c,131,91
2c23f74367f8e9f735606ea32ca325ce39e7a58073e9922d34506bc7200dc9f1,131,91
c731931c5e626d7bc050893239f95dcb0711c563abea131de06f323e7d36a76a,131,91
e950603dc5f1901648fb4730fc33b87626b1ab3d49dd0f991fe17b01014f2be8,131,91
d62d57ee297d608965c54e2bc27c48924eb75e30d7ac9a3e92a531f0f294e6b5,131,91
203a673ae1e47e673832082315c08a37fe8a4cc567d1b2c5acd1755759bbbaf4,131,91
5493db350ad8cc00297a48a7722488e7cb3169350fd575c9dc8876f4fe6303af,131,91
02e839c3d7a282ade3fa4af6468ed4c0e44acf12b73491c9deb587a7748e5246,131,91
2959a8a00557eec0a8d47af0ff4b25eec25f377b5b23dea818be7977e9f5aa8a,131,91
5a8afe2425e61c66495b85d283babb34ec11e9e040c862250f45c885e8b6cfb4,131,91
88558caf85763c5c4e5ea69becc0cd9b74a735fcc1cf21d0b0049a56dc1b55af,131,91
dbf792f4459a4b6769bdabc2df79cdbad45fbe7b97615a3dad58885301724bda,131,91
55d12db5a1f57a1ffe558ca40dd399e97fbc91bb91bf805a0df9b7395e47b860,131,91
197e8b53f1e6e73925e48320f0f9156766a160809ac542a0af6250875beda0ba,131,91
fd44d5b7cf8e052a131350a53a73af459e29431e154caad77af125465cbee849,131,91
41a02d1865f80851af89a18d746149b10f20d89fbb0d20925118e954ddc7074f,131,91
ab4ba3ec6b19bb9da375e5d266f8a1c316c256674877860de6b9ff847d49d735,131,91
d57015512b3a23eb75aff1f82c2009f1a96078887028bedb2b6426e5f76fbe55,131,91
ed6bcfec60018a1a6e8b3b0cb4fa804922e0bf1a2728074aca3172c7e20c26a5,131,91
609ac3232d765bcb3ce8431f0358b0953f1e9e4fccb42ada19f29205dd3a0fdf,131,91
52bafa5eed54e985c88fa9735229eed5c3e9662b9f3d4b61aa6afef82bd884e4,131,91
