vehicle,route_id,route_no
9a8950905dda962c9a31e32a6bf79dabffd86f70fb8bd496163854a196e6caa0,131,91
8b9880b652b3c95fe95f3989f4fdda8e1dd6de51d7edfdf1f8c9bacf5795efb3,131,91
a24cfe17d7ec0cc048034d8d57f3ff7eea4f222c9e957c94f3bf6fb95856fddf,131,91
b4790b1f3c2ee07eb883a4019bf8765742d485dab5c1289a698c389b1da56e7b,131,91
40166782dc982179e5d218a72bf5cd2b0352dc399ac7bb4297f3e9d0b1027edc,131,91
ff01ad1b3d85b71bc38769bef5ad216010d23c55f17feca889bbf76f2c14d9ee,131,91
57e554877517ad572cb5a0daa33eebb12f5e978520984db33ca9ba8bfe62284c,131,91
396e891b068d21baa33e483d69a7d6ee67b32863fb5fb01aecde8fd60fab0dd7,131,91
bf21478679d311d2497fc6e0b6a113bb5a4ae160db68741dbbd205478d8274aa,131,91
6949f1cac4225af57a047a23606c5a9819246afcdaa25d80ff04ae467e7ac746,131,91
527e8b1533e92da0f818633edd0994da7f043b09160708d655bc889b989a5b68,131,91
9e98d395edeb300598b3c96f4e1a040fa75d96c78b3f3072dbdda097e88094ac,131,91
ed2169eb8a941476bc6d45991481872026937d8244e3459e4e87b7e766215fdc,131,91
cfd35fd01d315e5abd87aa7838221affd34641650ac98e527e197ad8455d2043,131,91
34ab54787581c20891d29af070c607ee588931f0669bd586e0754b39be40b918,131,91
22172956b07d3bab7113aa8d74ab7c3921072273673404fed97ac7dd7d1c8d3a,131,91
cd15910feb75f92cd292614e64cd97dca28bbe0a4664ea7be228be711dbefdfd,3,03
1b169ef630589755688dd64f4a0833643d16fdade3726a5bd3d2feec0fdb01dc,3,03
241058eec3fb2e4ead22cc2c58434feb0eb2b21d3d7a044d235345e8a614ce97,3,03
1e9e797e063de9f3a38c74f962c00c6ae0cdab3002fbd7a5dca76bc6fa2d59b9,3,03
d95edd92a85825bee156a38845ea7459c5ec1c182fd151f49a310c99887317d1,3,03
e971758df434c527998fea1f6bdcc82e5b13cbf6082405fff23f04c7f1d2aff5,3,03
10599a3b65d16ea64a77fb84e0f2b077a21aa41fb0166f9f4f0e7b33fc6a66bb,3,03
c8c49326f9dfd864074f299b39de2dcc71e9bd9b83b3d0fc3224d1744c9d861e,3,03
e408507634bd612a64740e77297142fd41513a0998221fa4cdbff9a6dbceba3a,3,03
8ff33559c07d79f2a24b5e20bb264ac350a30a4f846bb08ac4ae95d0acd2458f,3,03
d1c073610e44350c30f9d337c7ac7bc129e9735e4f5202a0c5ba549a20e011df,3,03
53cefc2254f5d9b51e75956fd2c25c2d200993e3f24582391a44fe866a0ba190,3,03
a64074e3e38e82d8164dfcfc4aec414537113792661bbff1bc4bb66b2da352d7,3,03
3d69ea9556a84a80ca4c98310f725d97b1949bc5682a5244b347670722944240,3,03
4d458601d9785fed582e2a76fd9746a6e3da3728ccd42d8090bf4208fce648ea,3,03
f5ab812628aa482608862efafbd2a63aa5ee18cdd24ddfa92a31e9126a2ce4b7,3,03
f2ffbf5a5a2ac346b23e52862c151960053a6d749aa8ab99bb40dea690541f0d,3,03
8c07b7306ea7de2aa0b4c16e63869b44567d17f3f99845f51b475f66965f7328,3,03
91e630cbe7df835b56fa2046b8ce26d9a81a67e290b197a5b4076bc858afcdd9,3,03
a3f34137af43cdea60440ee0ab0e73c47ef3430923803875592230f33ee006c3,3,03
954c12c9ab700e6782fb910d30bad07e8cea7eb92f5ef298317a78d7c84091ac,3,03
67746b6f66400a6d19007c842820827d1966fda15228c49ba9039c0b2065328a,3,03
802acae6f634665031ee47aeffa01518568afe21875f63220ec20f5a92b9c4e9,3,03
dd6fa7e454d9c9b28468aae5ff049b6c12fc82ba8c3a5782126e7e0c2fd7b5cd,3,03
5628af60a4d6272ef24bfb2db52a73e5f2481c9a9ad9ed485afb85a73e8186fb,3,03
f35c896a7870ab4ff75cbd8471ccf1684b772c7415a678ef53d4df42ddc9f2be,3,03
7c2dfa5d0328d9e14e36788288e232943aac2adadf355c96f5a7dd35ab26247f,3,03
f28860518e6ad035feab6fc11ef9797a4e874c7b51453ae1159f4f6a3ed0c56d,3,03
694f44199d3f64bd123e798a138ecbd77595de848de795d00a72495abf500524,3,03
6ca65cee43633252c7701235dd166c7802cc91754bd9d093b5e7988ae8f82119,3,03
375745ab1b4304668092977de21c795afa2645d3ba6c35d3c84afa3db5568818,3,03
6ae1de27c1cb0faa2b7aa679426e6cfe8ab4fe4329fad9bcf181105a6e73a81a,3,03
063fb80a59e1590b5b6533a03e52862c33910f5de8ef32aff9b494d2db1dee71,3,03
d9d94fe2d15a094b4117ff2c05214b181003194cb131a1e49be4158b4556ca79,3,03
718ceeab866ee33b607f020a711caa0d1dfceff22ce66881358d0ec14e8e7d89,3,03
7e11de7341f61d4800aa91b3ece9f5fe54c542481f14d86dfe3b2e519e994647,3,03
878ce14b356eb8d3775869b6e330f92d34d44d089d3faae65d00acc645c5a778,3,03
07af1709424dbaf07aa9f2fc82a61667b4c2db12592fc6d5f7e48c640f060b37,3,03
050a4b38dbb6421797cec598092c316610894e763dcdce46f44339ada1bfb02f,3,03
b0bc2fc75347650a8b117ef947742856e7fb4b482ec261269970ff5e080a33a5,3,03
bd7cba1f24007ac3be513509a4ad7ad5242afe53888ca63485ea3abd76ad0fbd,3,03
c053ad8eab2b7445f6bd6628906fd7d212b5083aecb887f159997f5ed4771f53,3,03
f7ee3bf936857ec4ce7a52f60fcd4672582bc154e3dbc9ed6894ecbc2ab2f3fe,3,03
3c496e941dd0c2528dfab2703a2bffbd8f20602dcb9882caf75282cfd491dc38,3,03
38fe07567919713fbb24828b2d910fe1934254ccab954c7ae2a46d8dd6fbb17c,3,03
4dae8053438566405b72ed352e77a52815081f8c29a2cb2039f73f4dc40a234a,3,03
9da64994c1f568f978c1abd6107dd8ca8896211b5f6a27ddfd27674f3851edac,3,03
f489271342e61f2704b39c545b107ee675984e53d0f76ab3a5da9cd1e35a0831,3,03
531d1e043d0053c5ec58523252424a1e789f68f8d3c27a88452b42951fe55dc0,3,03
0cd066e1d916dd3a9341e762425cc870ce1cd7b370f4cfe4cb677ad541e2e883,3,03
0ae2d07c299b45a07b3cfa896a85124c6cdb6a873f299fcccef85646eee11b18,3,03
0d8cfe9bc93467aff14bc979282ad7e2fd55bf635abdaaa56b86e2f02ff40151,3,03
a825ae6f5fcc77c747ae9caa8ae8d9e90c59dda87e764c9130656118b6f32e0b,3,03
7495962fff273d9f517cabb0b8e49373f8447f8ee81d87ba5402592fbfc12c3e,3,03
874848b877b6697dd7cadc9daa367be2cebd25a84b17901b08ba9652adb0b280,3,03
008d5c22d3b64f64ce22e48840231d23433344753c0a7362621b349a0adee1b4,3,03
e89de074618eebb409cb4ca31b2be25cf9af91dec50454b710587b753c6f236c,3,03
8f5a61ba5187b992b21c1ad56931fdfeadff25da12278e09ad8569ebb3a4958a,3,03
c608c5ebb0579c697afc388e300a2d001ff47d34b910b0e8e35b2bd4c3712847,3,03
8c054e94c6f6ce665d7e7d6daf97946d69dc5abfe59d28970f31d7d0d0f60fad,396,164V
2d849517397eb1c53006b7f22a287b14c42e2d9044e64d14be106791e8086318,396,164V
efc62aec4e21c7568545e5ecc72ded4bb6b0704dba99c0d01967fa45880b6f8c,396,164V
2701cad9485e7c32ed44c337a235ed4d5b3a56aae56c890c80bab2369c574b04,396,164V
ba6ab13787c41333aac256cd1b224f926cc3e60627bd555315af59030d7cc43c,396,164V
0c2f6881b2ecfebcd855aaed5facf56defef97c5adf75806c1aeebf5e68cbabd,396,164V
610f0ec37966242e5aca10da98ee7cfda8825b254beba1e7c380aab75bb4ae37,396,164V
86e1c1406acf759adf86a3edd920d7e0b0fdd90cf8e636d8add980ffed724c38,396,164V
b0217651187a1a3ff4cd019a70e1de1420ff4f36972a182ec9cf1b3aa24090bc,368,169D
055d9e920a4edddc6ac9ec35eda746dcdfab4f19eb4bb5bfcdc824ee91666346,368,169D
b160013b607743ea981f3830681a0b4225e51941f55797708839b93544c076c5,368,169D
a1e486eb27c6de456ca7a26934dc5368e599943b70f382dfe16bced04ec600ff,368,169D
69d2e781cdde1821911a67673acc81a9cc6462ba2c56ae7e5d6cada360b9e5f6,368,169D
626368a246f2d63b43777a4536d704938045bcf093eba8b59490a8a984d2aa95,368,169D
58d4a2dccb64b02b8fc810842897e6fd590da67a548443658e2abb8ff7376257,368,169D
044030196f1d5135874d8d2f7126e280cec9828f1be09b181f40ffa5a135febf,349,156V
eb98f3ca16652fffbf63c1a17a31902913cb06f9d128c5924a62a629416770bb,349,156V
79f4e44b05a05d0ac69610baaa1d331026a334732a5ad92b808acab5ce6ab599,349,156V
c3caf22c756887e81263e8d74f67ebadb9ecd604e07e6866d7bb2ee4bb757b5e,349,156V
44715d246af7ffbbd863cb1eb2a3d795a800dc5647f39cd697128b9e18482185,349,156V
0c3c7cd01f49a477b040a63b61b0d2286677650eb3c6a7bacb5479761d68d2e5,349,156V
75ba2b7a1933c60edaa37bd89d66ad183a20e0b0c38abeb0ceef211e1760a5f5,349,156V
74863cd42921eb9f6165195671500c1900d2325b6b0ab71f2fe46a602b36c06a,350,167D
e815ceedbf9d4a5836e6a65aa505bf8a565dfac78ef769adeb50ce478cf6dc9f,350,167D
30fbd0fcb3e8f6276d7964fcdb0d1de16701fa2070ac375cde680d4fa14a9ae8,350,167D
4fcda2fd029c66b3f7b3b4c703bb4f2bac4f29fcb7a024e2dd2617cdf202d749,350,167D
87a04dae153a4739f369bf0d56304ba03487b71c33015953267fc4d79dd93d0b,350,167D
17101ed18ee3a41330794c05c00057ededdab2b882393826db6b2c0cc4ca3ef4,350,167D
1fba0b49d9246576f402fe560c98aded38087e1c4aa5d0e78d8ffd0c1f42ee9f,350,167D
a62cf9ac64a8d104b1d7a06e3e01d77601e321ec70a688cd3eb52e1f3e2ff2a6,350,167D
90f47723039264e6713de1f8a129950b8c4eb9381234f9556f8f432f163a7416,350,167D
b86b6576a1b6ac92b227ae432e7541a37801733b682ce155c844037d4639ec57,350,167D
05e0dd8f98a16c054eaa1f6fb1d39daf86e03166545bf319ef0514c44768f98e,350,167D
54d4c789c983b86db447667d793984d381fad83d01f0bec6f6679d77f25de1cd,350,167D
eaa76979d973c50c279fbb3cad5a609546a553461045f41a7a642bb123df3e82,350,167D
93d3ffc1e12588926931d5faf261ea377906d78ea13365802abe8317086b5aef,350,167D
e9162b2ab46a5fe448c66bf71622a0ef45076ec111c52d6b9b5d9b1b2d225ffa,350,167D
3df306d922f34acb6e7a43e6de156221e2c3d988e7391902f84f5caa8fb34d6b,350,167D
30900d54067c1124d34e02786ee02810571b057ddfaeb514ff48a79160ce343b,350,167D
0b53b328abcae9a3b5f594a8c346aa516cd3f304fdaa578f3e8907cd0f2f5194,350,167D
b42c68ee92274d7bf4f37f80dd0acde360ec85e4cc857c9cbcdea8bf9b23d0a4,45,24
be0d059167d1f28650830dd883ce0a1086a5d9bd402b1dd669d70214b7825fc2,45,24
88eb152384896f2a904d4dfbb6d3a1677a2175d0e2fe2858ead38d3a38da26ee,45,24
215c0986c82e6f41b7489d69d38026f6504a5413ba0452133b9a6ee5d040e96c,45,24
b0616546d4b1529d72106e2b762ae6fac3a097930b449be5c437cec0874d6d06,45,24
3f2e91f99f52e6c4a20fd724e3b5d4bb78fb56821a37bff11d045f609e05cbff,45,24
ecc16174d66d570345950ba78c4073c420d5d271ec8e8904d919e5d949aa3192,45,24
85393b479501867d774fda3095b8b89b133cda2da100581282cba0c72f695e0b,45,24
bc2acd6e7cc44634bb694d658df7c4cae6cb0aab7238dd75edde367ac4cc9e5d,45,24
cc0aa277dadf7b99669d9827c536faac088ce4b5643478320d9b863ce60d8070,45,24
f6ac43d42ee7b00ca1874183f6c7fc07cad22f933770ce92b95f2d646ab9f07b,45,24
b6f02fa804f0c7db1f8d595d81491683ecc799819bf0f479801f7435e4f50640,45,24
6a062c88f0a40fed28c48259525c39505c3d7373e5c0ec3c41b8f63737ea6d8d,45,24
68076b3dd92e8eaa9dfa2dbc84c29754a36e9b43ada82b72c3e902045d9035db,45,24
29ead935f0345ecbf9edcd1ccf68e07007127a4bfcb37e4a646e9359de227968,45,24
5f7d4f6cad319cb86c4666c23ccbd6c471c28de84652020d8298ba1872c84e15,45,24
e082262c7354d97d8934a7c4e3396b6b6cd82b17ecf9f0ef36bd2371815c2f31,45,24
3d7d86e0411cf56c88bfa2fa424962f811c0837168aff9baf0ef0c5b7d2ea975,45,24
56204a3e85a68bf0fdcfbcce5bd941af7e6b7a0a3d86a8b2094cba52ab87b79b,45,24
1b1c53fe5321e2002db02296b372d490caa28e513536ee177774b17db245c145,45,24
e733e3cfd18ca43b623311b8be221a0d4eb8ccdff132cedca5a9ec032180cf8d,45,24
3f3e14d0a27d80e8a62b638ff2c2689b7d423ee47db3d479ac18da2c66c0f3fc,45,24
857c256f0ce5290c2199bfea04e42703ac74964f4bd964b480dfdfa220d47e39,45,24
a216200152fa399ce88eac63bdabe4c2898cd96720d292101000813ab860e387,45,24
3bc93bbcd53a698890a862e5af4eb01e3494dd6eaaa4cd2f48a8093bdfcd7e9d,45,24
631939a5cc8c0717205cb22c7c32b173ed01f339d22d3cc8340f507d86331ef6,45,24
3d69ea9556a84a80ca4c98310f725d97b1949bc5682a5244b347670722944240,45,24
dd6fa7e454d9c9b28468aae5ff049b6c12fc82ba8c3a5782126e7e0c2fd7b5cd,45,24
42ed2b86ebc6af5c04e9078413032b4ce1a62fe04e0a440ea9d44f7dcca8a5fc,45,24
8c07b7306ea7de2aa0b4c16e63869b44567d17f3f99845f51b475f66965f7328,45,24
def8580483300803865b2714f24a8382050849a8de87e269f691e5c5b694080b,45,24
7ebcc110eb6b79e5c24f4e8982dd55ca0bbeeb41d5e9eea8decc1ec40787f0a9,45,24
5e93d579af9d1a70256d7949bc0e1b496fe68bd937a39f27535fd4928da8d651,45,24
af68352fbf82508ecdfa10e40167a29d632941f625b82369de2fe436204b10ac,45,24
9a70a7a3d6e5e0c7f45475b6c0a919328ea30fcb223a16e86307b9c102edc33f,45,24
9e8f00862998422042d39a13e059c8fc7198a0aaa0430103535226cedb09e8b2,45,24
7af56c773f9914dc8a65cad157f4504c5683674de284e39cede91ca3fab96517,45,24
07d2a37d580fd841fc92ffaf332cbfd6fd6aed6c85c63c9a7a482529845e519f,45,24
c485a87e522bda834b1d5d47496a0cc13fbd85ca056205166c1652d37b6ae957,45,24
e971758df434c527998fea1f6bdcc82e5b13cbf6082405fff23f04c7f1d2aff5,45,24
8ff33559c07d79f2a24b5e20bb264ac350a30a4f846bb08ac4ae95d0acd2458f,45,24
2214a060b8f2bfd425b22987cdb134d2eebaa213bc15bc4015b81afc43ddcc6e,45,24
a64074e3e38e82d8164dfcfc4aec414537113792661bbff1bc4bb66b2da352d7,45,24
d8b0ee8429435dfed62230824d60d7ad1631086445509c47fc9a41200602fb7a,45,24
14a942ab548258c57f2689f44010a44348549ec79e3b9c8fcb8e37d32385edda,45,24
0d7314898b7be075a1b86b9cd718fbae438c1e064d321d0dd04ad20985c65d73,45,24
31745cfd501390ce8241263a605f3a1bdb6b949868bc31bf87b1b9dcdf1cb429,45,24
c1745453065a157af92a116f216734e11d0a868197fc2c3e1fc87797d507d0ef,45,24
4360ed623d8a2a209d9e333ca7e3ba3f33967b5893f643450149abe9f3833442,45,24
f847217c6f225956c138994ba81ab42919de899ea3c57ef905f64597d2999b8f,45,24
7bf0889f0eb1ec1c6da5adab468bc939f5744db5055c51afbf453d04ffefefa7,45,24
803c6a57c79b0ab507f65d655b5d56993d88e9291fcecb61c6499f53f25476e6,45,24
db9ce7401f0aabdd259c8a92f4c25265c9a826b487534dd96e7ade68c6bd86ed,45,24
f954417d9d86a7ab45d2ffaa00be91e95e8ee7792cd65791992260d2a062f01e,45,24
5aa73440947017ca41d0a8faa1773dd545b890ea913fbb510259134ca16275c9,45,24
cfcd99a385390515384230d9572d30f56eec69a66dabb9391fab574f0f76438b,45,24
2ff7fb764dbaa2de5d3c99a0e3681ffe2bd6453ddc75af9604d00989fc3ab5fa,45,24
08a226f1c5f75fe56f333088ac4c8305c76d7ccafeb375a9e9059def0e4c2e9b,45,24
b7ac0e237512dfce1ec20b5eb424cc7c6559e6c24c3245f8b67ecfe797a8b291,66,45
9f1e242f8cc7876b9fed85f48463f86eaaecd04fdbe83df8157846886c86595d,66,45
412471f0548bcd8f087c3da0a15ac6bb73ce4c0df3f385b15dbdc6821d64e935,66,45
ab8a88e73fb79b32f873e6b3443390d303254cf3dc6cb6215c8281f6688cbe3a,66,45
a9b432ab2cc90fd1dbd81cbd90127967482f9c4b6461e6b051c4ec45c38d0b10,66,45
35226cf1e124b258a8f574366da6496b315b764fe88a8e2283c3f2d904208022,66,45
f334650e836b7a40cf4faba3cd82f5a35db5bcdb9dbbe1e4259d531066c85b1b,66,45
16e78423ced7992f06fc1b4821f9b8d8d0df4d55f6a64536b0b064f269025087,66,45
4a3d39718a6dfffbe891fe0ba49a957ca024ae74a9f91c80eb3921dc9d27fa3f,66,45
4b3e3701499045820d85a5f023ca82940b50d4bb315ff08fc3f2e994a9d3631b,66,45
89feb605a489253faa885b503e70fe6ab7cff96a204003d4f407c090723e9834,66,45
0c5b026af2c9c454ccf613bae04327f02c175c1ec575a33d3056a5b688aa4953,66,45
12c98ec40c3d4423b5ce95c53e2923c55b8d3e58caaf2ba0de156a5563b6cb62,66,45
3cb415c779d57c64c6007ec653a6a5801bcc4a764f77693ebc90ccc536c852bb,66,45
7b87eab2e48457f01ad3c4f7651935fa5643f02e52c109de9dacd582cc3a2d09,66,45
17cdad149187af671d9257a1d87e3250e4f31f868a5e75ce030eafe99d6acf83,66,45
924735313c157af07b3f9cc1a1aba5402322dffa6ed0cf2cdef65583eb8a9dd2,66,45
bfda29f5123422e5ac304b96e07e79ef164054cf812b6ab3c0bb9ece9680e8cf,66,45
9a788ee9300de0309ed3da5429a906aaebfb31cdcb8b71abaa93a5b02aae3a7d,66,45
a7d61584160122178282ef0feb00010cfe99a0dd666bdbe800534ec7fe7d5789,66,45
1637d37b80690b63f6f9a9273815d509cc4ce4bd41c34cb99c464360bd9f310e,66,45
5024193d83498ea95ca5727c21f18092d5eeb95e072352ae132a2621e7c2e777,66,45
640d09c411aeda4b065160902d4cd8d6ad04f493bb867de8b997e934d2ec91fc,66,45
db1459bad8096136a599b801cc689197dd93a6608d30d7c06b94f623be248c05,66,45
79cc14ee1344412b971db13327664956deaf542fa3578d6bf4e340b33db35fb1,66,45
d1706dd504db596d7ae5931920326a8a7711d96c439187f967f256105d65ecae,66,45
511f25dd6e06d185ca9a8d814a42a8a438e2400b99ea4fdeba80c473eda8c200,66,45
933fef707e85c8cd3569352304d845d5e8a74048193666efafc0e740e26169da,66,45
c26240ffa1ada850ca55e096dd3c2bdeb47a9a6e75507fb9429e8e81b87cfdd9,66,45
cbedf87743d171e36442092de395e7f261f01b06083eafbcd709bf776dcc96da,66,45
da030c21dd08bc91e0f7275b5996cc044fba0b47aa2f4466b6a35fb701421dc5,66,45
c52d9d78786e9e04a0f6fac5cbe19f8b99c29f5939352b0b31e70695045bc64d,66,45
2dc885300a1639cbc1f7eb4da3111c8d8885abe80786867046925b90db427849,66,45
7e4096e9ed31d927326d618ce3142b2f62d90ee86fe6f3145dc128447c3e1d70,66,45
56ebe1f64f33cfbb53c0908b5a093d5e8caf6a461010f0cf22ebabc7a7c92e63,66,45
726be24fc9e4628eb7068781406f6e08d92ebcef46f09179aeb7bfbf182c18ab,66,45
d2449ecac2dab3878c0a838285d477f49fa7eb0a88b244fc0cddf3eeaf36eb38,66,45
a23c12b8ee83c7358c6c50e67dd89c0b8a2797dd9cf3d6c19b392f5af321dcf5,66,45
a2f879a4d587beb719d029cbe3c76fde36ca949adf1c4137b010a19534efa92d,66,45
36d2d16079c715d2f557aacdcc2e6abed27e4b4bb3da0657196e710e34c4a0e6,66,45
aa50d3c879a96a1514a1caf235c472128328958a63e6ea362dc794e04f253c61,66,45
8ce57e006d2aabada5c52cb6515f8caa5083309c295bffea23cee16bca9a884c,66,45
2636f7b79fdb967046fd9178f7b9de0140697690f8c16dcc80bf6801847a345b,66,45
ce620ed5e1944d5d32ba9abe8b53bfca682ef579957585009baaa9569e6966ce,66,45
f8bfe3ae885c7099d72c32a02d8c423ed446a8b7f53c05549b20da275b7317ea,66,45
e950603dc5f1901648fb4730fc33b87626b1ab3d49dd0f991fe17b01014f2be8,66,45
c2ceb47a19eaa386b7c2782bcaa71443b6cced21701030f553096c2c97cc28a2,66,45
2f6c5d8bd7bb577a4d6070c0e0211895482df393e82029a43ec2febd7c0bc5c4,66,45
7f161e95539bbf7f6e1178723e379fb50ecfa09a8d89b1002ff581e773184f32,66,45
33a2c41e8d5a867c25d58aacde0b7f6bae86a7dc5e7e8f5a13cbbf3b16193c25,66,45
49c70e9e0377c34315abdab267dc9144778c52b11497010e35e743a49a9c1c1c,66,45
c171f4e191ff3e9d8c5d4939414f843e158b84a63af6be676c31f559b1dc283d,66,45
62fde71bb0f1e1f0ba87270a1e4980f67891fd9e18f44c1e97e80ac54d70cfbc,66,45
b582503abe87dc4e15a9082512dcec2393a5aa2bebf34d6a404d3f567a14ad7d,66,45
8db057a60187416a89fbc8bc1b9c1b2b7a31abf733f00f636a268881e7fd4ee1,66,45
af622c9526d4706b8b7d15a89d1b28f77f9e6381e2ce6ace66859484feb62027,66,45
c8ba6fcf29cc495705ca07e27cbe71d3dfd775f1d70f81dda8a87e3ca814f6e6,66,45
3925613d43d58d4350e0959577de6b1960e8f986c56315fd62c8a1d01d4b8022,66,45
4022cb0f052d8e2c73ed234c28afe20b45ce57073649061430e1498126ab7559,66,45
9517ef5de49b7fd26edf373aba1fa73f2c812c0d863b3767b8d9bdf595f6647e,66,45
d0fabd156e8b3ad4b5c32d7bc1ad6d6d266570a1ae7e16cf142a287598b53b25,66,45
b077498688cd202a4c764d943891bad52fc9c3cee815dc96975bdd6a4b71e6e4,66,45
9d6830ac2c591000fbc7eeaf4cf29cdda0c9f12dc146e0da0c23d1ba50111790,66,45
70fc5880af496b5febfb4f474cd7acb4e804bb2c06c09f70e93172c297f95d8a,66,45
a1139dffc7c4a464307a6822b22c84603f82155cf001076a37a57b22f76982ef,66,45
fddac746e8bff724b3dd6e158f10568e7cb5ac4c5e225034a9dc7acc0e685840,66,45
5400b1beff9c9e525faf9f3bb8a6ca07d42b85a9a3b974921dab6b829a9f391f,66,45
88558caf85763c5c4e5ea69becc0cd9b74a735fcc1cf21d0b0049a56dc1b55af,66,45
5a8afe2425e61c66495b85d283babb34ec11e9e040c862250f45c885e8b6cfb4,66,45
fb3e988e3b100dca93db67e07c9c5ac729ca70779cf1453ef0fa93dc48118249,66,45
e610d3b66a6e97587d1f5475264b07d04204f8b2b3f2922ea4f3dcee2cb1270c,66,45
c9682e806dd97e14193af6c795d3af3206c1cafccfd15b9d7ed993f44491e3da,66,45
d62d57ee297d608965c54e2bc27c48924eb75e30d7ac9a3e92a531f0f294e6b5,66,45
f2ad37d862312a8da36f9d508442e23da87f430c5a3134f1f8b93254676fda49,66,45
2c23f74367f8e9f735606ea32ca325ce39e7a58073e9922d34506bc7200dc9f1,66,45
ed8fdc6296464380c455746066df87d3cf16d2756a56556cb215d600482551de,66,45
4772fbb0d44aa50159436dcf13c0e16cbde81028c1afbb2c84dd59f4ee7e1d5a,66,45
6ba8014672f143ce8591defcbd85dd9339039283e68ae0aad340527322d02ee4,66,45
fe1f76ddb2174b8c2213474a4b0f59a59af1f282a6dc7e12fbb71303b4446019,66,45
745da542095667afdaabeabc282f9f1450aa5aa6f3ce15cb57c946b65c199372,66,45
1910a75c581d49b38a6211c7751e40eac6b876c8c6a5782f56d043e19323b826,66,45
c672686f2f44282c3e31cd28559857e2406b7b0ec47c49412ead80d8a6b15c88,66,45
66fa5f0c3177ca4dac51e55e690b1a3d200fa97a2c5c6be106a006630640beaf,66,45
d0e74b5a90d462d4b5391f3eee77b108c443ebd214bea369d8f2131a39679cb8,66,45
93a89ebaff6b6da98033e4dbb44cc8134aabc9e831bf67ada13ccc6f2592e9e8,66,45
7ad9fe9244b9f3c6839fde279145eedcb89a9f30c62a594956fa9aa16f35ef69,66,45
d57015512b3a23eb75aff1f82c2009f1a96078887028bedb2b6426e5f76fbe55,66,45
d8dc59185e6c245fd31895aaa121488cd3cca4193d25afc3636951843f8f803f,66,45
1de215b7f57a7d81596edd6da90358256bf06395dae0de3df30cd5bd499249a2,66,45
609ac3232d765bcb3ce8431f0358b0953f1e9e4fccb42ada19f29205dd3a0fdf,66,45
5ba81ace0ef37d08a233f2bf2c6c7d9fa3405ccfb3a2f1c27a338ede5a8b668a,66,45
c4362f6a8edd7c78423f9fe5bf516bb4e35ab133a49ade2e671be1c7b237df4b,66,45
527e8b1533e92da0f818633edd0994da7f043b09160708d655bc889b989a5b68,66,45
02e839c3d7a282ade3fa4af6468ed4c0e44acf12b73491c9deb587a7748e5246,66,45
41a02d1865f80851af89a18d746149b10f20d89fbb0d20925118e954ddc7074f,66,45
32abd6af065566e9822a43288b7b486937bc35519d737a7db6cc30e6b2d29c9d,66,45
ee9db14bcf5b9cbd2990e5b75fc68c2dbfbc7ca3c9ffc3b151da892244ec553e,66,45
f3dd944c9c701746fbbc12e30c21fbaee35f04534afbdb15c37b14bffc1a9012,66,45
22172956b07d3bab7113aa8d74ab7c3921072273673404fed97ac7dd7d1c8d3a,66,45
e738d8470a8d11a7a6d3dd7741f295c0dc3fd6779ed9d76ea7325fd1ee277891,66,45
393105b7d6ad339775f7995263464622f31da9e5fad4d570bd6e1f04d8527d52,66,45
f0ed88eb1fa242aae8e9b36d247e4e726e224affdefba3057bd7731ffc1fdacd,66,45
699414b481314ff935c0c1fc1ccb0ef46de3a36f46d1f479b8411449a0b8df68,66,45
d663780cf4a0f8fafa7fb9f2a42dda8baceacf6e09a3c883f250194ee6475a8f,66,45
a8ac065b91c91768935ff89828834df540491035dc5b21bb756c9ea76d7cca6e,66,45
ecfa8cf0366fae7b39a7f2548d30af2d9f9fd1c40ecbc0142baaaea12108b192,66,45
ba12fcfd1a4af9b841a7988d175e5ffbfa86a61e970c2f6bb685553808d18cd8,66,45
17c7d90a6ed41cb29c0b0933380c6273326f6cc810494e8cba0a3b78a78cd97c,66,45
3b7261886f1c6665e5d9db97631b3225a5792deb409e05f5ce8c92ec0cac9479,66,45
e798649d331eee164e634ec0dc22d63e27c8b19daa88acb264ffc4f76d797335,66,45
b79cc3e2878a8802acb9bcb5f7ffc5e5e220d9a12c72ad53334bd187cfd2f258,66,45
16c80ca73f614d4eadc7e12457063ac5494459e6c3ae77f9210f9f335ada822f,66,45
096ea9eaac04d57930c725e37b4b71c1f439e8fcb6f5cf35280eea7fa2f88bd3,66,45
197e8b53f1e6e73925e48320f0f9156766a160809ac542a0af6250875beda0ba,66,45
e3ac04604dba1f4cd6babf6b0954e009e216d86041324fac1cbe4de0002b3ef1,1,01
56c8fbdc48f09324cdf27e728628526035c88d2dd50d78b29cd28ee0ddb0725e,1,01
cadddf2df349d2c115c5e81cd509d3c98e4a9a3a82343e16df05996a397aff71,1,01
a2db46381e47b86fa1dec0bca05b626e964ac8fb14e89ad6b3c87ad77a9583d0,1,01
b64ff9bf22448133cd78e0278a7b350c38540e948d1e998e5924816f571ce938,1,01
97daf6c1efb028b9ddbf4bd56af334d5849a1a7ed02aec2d9f366843d0c51e31,1,01
73a741a3f8b683da609a4eb5df1b7114f92c6a0a8b7c468874c80698ebc6102b,1,01
67de22c8dcd86ef88ba3f1969fcd9652f535f9e8a5bf78f9b7faeec6263fb90b,1,01
665a6296374f862602eb0ebc94c078acc99cc9a2ede2cf07fe9da072459a796e,1,01
af358a6bdec066697903ccad62e0dd0acb050779013d20186efb2f04c30e36d1,1,01
